PlayerName,CourseName,LayoutName,StartDate,EndDate,Total,+/-,RoundRating,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19,Hole20,Hole21,Hole22,Hole23,Hole24,Hole25,Hole26,Hole27
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-10-02 0640,2024-10-02 0810,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-10-02 0640,2024-10-02 0810,60,5,139,3,3,2,3,3,3,4,4,3,5,3,4,3,5,3,3,3,3,,,,,,,,,
Jobby,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-10-02 0640,2024-10-02 0810,61,6,135,3,3,3,3,4,3,3,4,2,4,3,5,4,4,3,4,3,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-10-02 0640,2024-10-02 0810,66,11,116,3,3,4,4,4,3,4,4,3,4,3,4,4,5,3,3,4,4,,,,,,,,,
Bec,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-10-02 0640,2024-10-02 0810,80,25,75,4,4,4,4,6,3,4,3,4,5,5,6,5,7,3,5,4,4,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-10-01 0641,2024-10-01 0751,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-10-01 0641,2024-10-01 0751,57,2,152,3,2,3,2,4,3,4,3,2,4,3,4,4,4,3,3,4,2,,,,,,,,,
Bec,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-10-01 0641,2024-10-01 0751,82,27,70,4,4,3,4,6,4,4,3,4,5,5,5,5,6,5,6,5,4,,,,,,,,,
Par,Gold Creek School Disc Golf Course,1-9 Short layout,2024-09-30 0626,2024-09-30 0714,27,,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,1-9 Short layout,2024-09-30 0626,2024-09-30 0714,25,-2,167,3,3,2,2,3,3,4,3,2,,,,,,,,,,,,,,,,,,
Bec,Gold Creek School Disc Golf Course,1-9 Short layout,2024-09-30 0626,2024-09-30 0714,35,8,96,4,4,4,3,5,3,4,5,3,,,,,,,,,,,,,,,,,,
Nathan,Gold Creek School Disc Golf Course,1-9 Short layout,2024-09-30 0626,2024-09-30 0714,37,10,85,4,5,5,4,5,3,4,4,3,,,,,,,,,,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-28 2051,2024-09-28 2157,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-28 2051,2024-09-28 2157,50,-6,183,3,3,3,2,3,2,3,3,2,2,3,3,3,3,2,4,3,3,,,,,,,,,
Tayla,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-28 2051,2024-09-28 2157,79,23,77,4,3,5,4,4,3,5,3,6,4,5,3,3,5,5,8,5,4,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-27 2147,2024-09-27 2337,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-27 2147,2024-09-27 2337,53,-3,168,2,3,2,3,3,2,4,3,3,3,2,4,2,3,3,5,4,2,,,,,,,,,
Bucis,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-27 2147,2024-09-27 2337,58,2,147,2,3,3,3,3,3,4,3,3,3,3,3,3,4,3,4,5,3,,,,,,,,,
Miza,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-27 2147,2024-09-27 2337,59,3,142,4,3,3,3,3,3,5,3,3,3,3,3,3,3,2,4,5,3,,,,,,,,,
Bec,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-27 2147,2024-09-27 2337,81,25,72,5,4,3,4,4,4,5,4,5,5,5,5,5,5,4,6,4,4,,,,,,,,,
Tayla,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-27 2147,2024-09-27 2337,81,25,72,4,4,5,4,5,4,5,4,4,4,4,4,4,5,5,6,6,4,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-27 0540,2024-09-27 0712,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-27 0540,2024-09-27 0712,62,7,131,3,3,3,2,4,4,3,3,3,4,4,3,4,5,3,4,4,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-27 0540,2024-09-27 0712,66,11,116,4,3,4,3,5,3,3,4,3,5,4,5,4,4,3,3,3,3,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-24 0631,2024-09-24 0839,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-24 0631,2024-09-24 0839,61,6,135,3,3,3,3,3,4,5,2,3,5,4,3,4,3,3,3,4,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-24 0631,2024-09-24 0839,61,6,135,4,3,4,3,4,2,4,5,2,4,3,3,3,4,4,3,3,3,,,,,,,,,
Bec,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-24 0631,2024-09-24 0839,86,31,61,4,4,3,5,5,5,3,5,4,5,5,5,7,9,3,4,5,5,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-23 0621,2024-09-23 0741,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-23 0621,2024-09-23 0741,56,1,156,3,3,4,3,3,3,2,3,3,4,2,3,3,4,4,3,3,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-23 0621,2024-09-23 0741,60,5,139,3,3,3,3,5,2,3,3,3,4,3,3,4,5,3,3,4,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-20 2058,2024-09-20 2217,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-20 2058,2024-09-20 2217,54,-2,164,2,2,2,3,3,2,3,4,3,5,3,3,3,2,4,4,3,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-20 2058,2024-09-20 2217,60,4,138,3,3,2,3,3,3,4,3,3,4,4,3,4,3,3,4,4,4,,,,,,,,,
Bucis,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-20 2058,2024-09-20 2217,59,3,142,4,3,2,4,3,2,4,3,3,4,3,3,3,4,2,5,4,3,,,,,,,,,
Miza,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-20 2058,2024-09-20 2217,59,3,142,2,3,3,3,4,3,4,3,3,2,3,4,3,4,3,5,4,3,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-20 0657,2024-09-20 0816,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-20 0657,2024-09-20 0816,60,5,139,3,3,3,5,4,3,4,3,3,3,3,3,3,5,3,3,3,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-20 0657,2024-09-20 0816,67,12,113,4,3,3,4,4,4,3,3,4,4,4,4,4,6,3,4,3,3,,,,,,,,,
Par,Eddison Park,2019 Blue Tees,2024-09-14 2137,2024-09-14 2318,62,,,3,3,4,3,3,3,3,3,3,4,5,3,4,4,3,4,3,4,,,,,,,,,
ArmyGeddon,Eddison Park,2019 Blue Tees,2024-09-14 2137,2024-09-14 2318,78,16,123,3,4,5,5,5,3,5,5,3,5,6,2,6,5,3,5,4,4,,,,,,,,,
Jobby,Eddison Park,2019 Blue Tees,2024-09-14 2137,2024-09-14 2318,88,26,91,3,5,5,5,4,4,4,3,4,7,8,3,5,7,4,5,5,7,,,,,,,,,
Bucis,Eddison Park,2019 Blue Tees,2024-09-14 2137,2024-09-14 2318,91,29,83,4,4,6,4,4,4,5,4,5,6,7,5,6,7,4,6,4,6,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-13 2226,2024-09-13 2332,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-13 2226,2024-09-13 2332,51,-5,178,3,3,2,2,4,2,4,3,3,3,3,2,3,3,2,3,3,3,,,,,,,,,
Miza,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-13 2226,2024-09-13 2332,63,7,127,2,4,3,3,2,3,4,4,3,3,4,4,5,4,4,4,4,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-13 2100,2024-09-13 2221,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-13 2100,2024-09-13 2221,57,1,151,4,2,3,3,3,4,3,2,2,2,5,3,3,5,3,4,3,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-13 2100,2024-09-13 2221,63,7,127,3,2,4,4,3,3,4,3,4,5,3,3,3,3,4,4,4,4,,,,,,,,,
Miza,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-13 2100,2024-09-13 2221,61,5,134,3,2,2,3,3,3,3,3,3,3,5,4,4,4,4,6,3,3,,,,,,,,,
Bucis,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-13 2100,2024-09-13 2221,63,7,127,3,3,3,3,3,3,4,3,3,4,3,3,3,4,4,6,4,4,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-12 0635,2024-09-12 0731,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-12 0635,2024-09-12 0731,56,1,156,3,3,2,3,4,3,3,3,3,4,2,4,4,3,2,3,4,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-12 0635,2024-09-12 0731,63,8,127,3,3,3,3,4,3,3,3,4,3,3,4,4,6,2,4,5,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-08 0641,2024-09-08 0744,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-08 0641,2024-09-08 0744,51,-5,178,2,2,3,2,3,2,3,3,2,3,3,3,4,3,3,4,3,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-08 0641,2024-09-08 0744,56,0,155,3,3,3,3,2,3,4,4,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-06 2105,2024-09-06 2227,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-06 2105,2024-09-06 2227,56,0,155,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,3,4,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-06 2105,2024-09-06 2227,58,2,147,3,2,3,3,2,3,6,3,4,3,3,3,3,3,2,4,5,3,,,,,,,,,
Miza,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-06 2105,2024-09-06 2227,59,3,142,2,2,3,3,3,3,5,3,2,3,4,3,4,5,2,4,3,5,,,,,,,,,
Bec,John Knight Memorial Park,Public Layout (A-Pin Position),2024-09-06 2105,2024-09-06 2227,91,35,51,5,5,4,5,5,5,7,6,4,6,5,6,4,4,5,6,5,4,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-06 0625,2024-09-06 0741,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-06 0625,2024-09-06 0741,58,3,147,3,3,3,3,4,2,5,3,3,3,3,3,3,4,3,3,4,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-06 0625,2024-09-06 0741,62,7,131,4,3,3,4,4,3,3,3,3,3,3,3,4,4,4,5,3,3,,,,,,,,,
Chris Lee,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-09-06 0625,2024-09-06 0741,64,9,124,3,4,3,3,4,4,4,3,3,4,3,4,3,5,4,4,3,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-31 2059,2024-08-31 2202,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-31 2059,2024-08-31 2202,54,-2,164,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,4,4,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-31 2059,2024-08-31 2202,59,3,142,3,2,2,3,3,3,5,2,3,3,3,4,4,4,3,5,4,3,,,,,,,,,
Miza,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-31 2059,2024-08-31 2202,59,3,142,3,3,3,3,3,3,5,3,3,4,3,3,3,4,3,4,3,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-30 2109,2024-08-30 2242,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-30 2109,2024-08-30 2242,59,3,142,2,2,4,3,3,6,3,2,3,3,3,3,3,4,2,5,5,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-30 2109,2024-08-30 2242,62,6,131,3,3,3,3,3,3,5,3,3,3,4,3,4,3,4,4,5,3,,,,,,,,,
Bucis,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-30 2109,2024-08-30 2242,62,6,131,3,3,4,3,3,3,4,3,2,4,3,4,3,4,4,4,4,4,,,,,,,,,
Miza,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-30 2109,2024-08-30 2242,59,3,142,3,2,4,2,4,3,4,3,2,3,3,4,3,4,3,5,4,3,,,,,,,,,
Bec,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-30 2109,2024-08-30 2242,94,38,46,5,3,5,4,5,6,8,4,5,5,5,4,5,6,5,7,6,6,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-30 0631,2024-08-30 0728,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-30 0631,2024-08-30 0728,61,6,135,4,3,2,3,4,3,3,2,3,5,4,4,3,5,3,3,3,4,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-30 0631,2024-08-30 0728,67,12,113,4,7,3,3,5,4,4,2,2,3,4,3,4,6,3,4,3,3,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-29 0618,2024-08-29 0716,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-29 0618,2024-08-29 0716,58,3,147,3,3,3,5,3,3,3,3,3,3,3,4,3,4,3,3,3,3,,,,,,,,,
Chris Lee,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-29 0618,2024-08-29 0716,63,8,127,4,4,5,4,3,3,3,3,2,4,3,4,4,5,3,3,3,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-25 0424,2024-08-25 0524,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-25 0424,2024-08-25 0524,56,0,155,2,3,4,3,3,3,4,3,3,2,2,4,3,3,3,4,4,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-25 0424,2024-08-25 0524,62,6,131,3,3,3,3,3,4,6,3,4,3,3,3,3,4,3,4,4,3,,,,,,,,,
Par,Eddison Park,2019 Blue Tees,2024-08-25 0151,2024-08-25 0329,62,,,3,3,4,3,3,3,3,3,3,4,5,3,4,4,3,4,3,4,,,,,,,,,
ArmyGeddon,Eddison Park,2019 Blue Tees,2024-08-25 0151,2024-08-25 0329,69,7,158,3,3,4,3,3,3,4,3,4,4,6,3,5,5,3,5,3,5,,,,,,,,,
Jobby,Eddison Park,2019 Blue Tees,2024-08-25 0151,2024-08-25 0329,81,19,113,4,4,6,4,4,3,3,4,4,5,6,3,4,5,3,7,6,6,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-23 2104,2024-08-23 2229,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-23 2104,2024-08-23 2229,58,2,147,3,3,3,3,2,4,3,3,3,3,4,3,4,3,3,4,4,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-23 2104,2024-08-23 2229,61,5,134,3,2,3,3,2,4,4,3,3,3,4,3,4,3,4,4,4,5,,,,,,,,,
Bucis,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-23 2104,2024-08-23 2229,67,11,112,4,3,3,3,3,4,5,4,4,3,3,3,4,4,4,5,4,4,,,,,,,,,
Miza,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-23 2104,2024-08-23 2229,56,0,155,3,2,3,2,3,3,4,3,3,3,3,3,3,4,3,5,3,3,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-23 0652,2024-08-23 0813,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-23 0652,2024-08-23 0813,61,6,135,3,3,3,3,3,3,3,2,3,4,3,4,5,5,3,4,4,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-23 0652,2024-08-23 0813,68,13,110,3,3,4,3,3,4,4,3,3,5,5,4,4,5,4,4,4,3,,,,,,,,,
Chris Lee,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-23 0652,2024-08-23 0813,70,15,103,3,3,4,4,5,3,4,3,3,4,4,4,5,5,3,4,5,4,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-21 0640,2024-08-21 0744,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-21 0640,2024-08-21 0744,61,6,135,3,4,3,3,4,2,3,3,4,4,3,4,5,4,3,3,3,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-21 0640,2024-08-21 0744,68,13,110,4,4,4,4,5,5,3,2,2,3,4,4,4,6,3,5,3,3,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-19 0638,2024-08-19 0749,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-19 0638,2024-08-19 0749,60,5,139,2,2,3,3,4,3,3,3,3,5,3,5,3,4,3,3,5,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-19 0638,2024-08-19 0749,68,13,109,5,4,3,4,4,4,4,3,3,4,4,3,4,5,3,4,4,3,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-18 0610,2024-08-18 0701,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-18 0610,2024-08-18 0701,54,-1,165,3,4,4,3,3,3,3,2,2,4,3,3,3,4,2,3,2,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-18 0610,2024-08-18 0701,67,12,113,3,4,5,3,4,3,4,3,3,5,3,4,6,5,3,4,3,2,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-17 2120,2024-08-17 2227,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-17 2120,2024-08-17 2227,57,1,149,2,3,3,2,3,2,4,3,3,3,3,4,4,4,3,4,4,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-17 2120,2024-08-17 2227,58,2,145,4,2,3,3,3,2,3,3,3,3,3,3,5,4,2,4,4,4,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-16 2105,2024-08-16 2224,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-16 2105,2024-08-16 2224,57,1,149,3,2,4,2,3,3,4,3,2,3,4,4,3,4,3,4,3,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-16 2105,2024-08-16 2224,64,8,122,3,3,3,3,3,3,4,3,3,3,4,4,4,5,3,5,3,5,,,,,,,,,
Miza,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-16 2105,2024-08-16 2224,62,6,129,3,3,3,4,3,3,5,3,3,3,4,4,3,4,3,4,4,3,,,,,,,,,
Bucis,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-16 2105,2024-08-16 2224,67,11,111,4,4,3,3,5,3,4,3,3,3,3,3,4,4,3,5,5,5,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-15 0643,2024-08-15 0738,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-15 0643,2024-08-15 0738,60,5,132,4,4,3,3,4,3,3,3,2,4,3,5,3,4,3,3,3,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-15 0643,2024-08-15 0738,70,15,90,3,5,3,3,5,4,3,3,3,5,6,4,4,5,3,5,3,3,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-14 0631,2024-08-14 0731,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-14 0631,2024-08-14 0731,59,4,137,3,3,3,4,4,3,3,4,3,4,3,4,3,4,2,3,3,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-14 0631,2024-08-14 0731,66,11,105,4,4,3,3,4,3,4,2,3,5,4,4,4,5,3,4,3,4,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-10 2133,2024-08-10 2241,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-10 2133,2024-08-10 2241,62,6,121,3,4,3,2,3,3,4,3,3,4,3,3,4,3,3,5,4,5,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-10 2133,2024-08-10 2241,59,3,134,3,2,3,2,3,2,4,3,2,4,3,3,4,5,3,5,5,3,,,,,,,,,
Par,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-09 2107,2024-08-09 2222,56,,,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,,,,,,,,,
ArmyGeddon,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-09 2107,2024-08-09 2222,54,-2,164,2,2,3,3,2,3,3,3,3,3,3,3,4,4,3,4,3,3,,,,,,,,,
Jobby,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-09 2107,2024-08-09 2222,62,6,124,4,3,3,2,3,2,4,3,4,3,3,4,3,3,5,4,5,4,,,,,,,,,
Miza,John Knight Memorial Park,Public Layout (A-Pin Position),2024-08-09 2107,2024-08-09 2222,66,10,108,3,3,4,3,4,3,5,3,3,3,3,4,4,4,3,6,4,4,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-09 0623,2024-08-09 0734,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-09 0623,2024-08-09 0734,56,1,153,3,3,3,3,3,3,3,2,3,4,3,4,3,4,3,3,3,3,,,,,,,,,
Bucis,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-09 0623,2024-08-09 0734,73,18,79,4,4,4,4,5,3,4,3,4,4,4,5,4,7,4,4,3,3,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-08 0654,2024-08-08 0756,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
ArmyGeddon,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-08 0654,2024-08-08 0756,27,0,150,3,3,3,3,4,3,3,2,3,0,0,0,0,0,0,0,0,0,,,,,,,,,
Par,Gold Creek School Disc Golf Course,Gold Creek School Disc Golf Course,2024-08-06 0623,2024-08-06 0652,55,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,,,,,,,,,
